P5_30_1,28117231
P5_30_2,30349291
P5_31,76157088
P5_32_1,18963414
P5_32_2,3679280
P6_1_1,28958497
P6_1_2,28958497
P6_1_3,28958497
P6_1_4,28958497
P6_1_5,28958497
P6_2_1,28958497
P6_2_2,19097489
P6_2_3,19097489
P6_2_4,19097489
P6_2_5,19097489
P6_3_1,28958497
P6_3_2,9861008
P6_3_3,9861008
P6_3_4,9861008
P6_3_5,9861008
P6_3_6,9861008
P6_3_7,9861008
P6_3_8,9861008
P6_3_9,9861008
P6_4,76157088
P6_5,54033165
P6_6_1,43383852
P6_6_2,43383852
P6_6_3,43383852
P6_6_4,43383852
P6_6_5,43383852
P6_6_6,43383852
P6_6_7,43383852
P6_6_8,43383852
P6_7_1,10649313
P6_7_2,10649313
P6_7_3,10649313
P6_7_4,10649313
P6_7_5,10649313
P6_7_6,10649313
P6_7_7,10649313
P6_8,22123923
P6_8_1,6399798
P6_8_2,6399798
P6_8_3,6399798
P6_8_4,6399798
P6_9_1,22123923
P6_9_2,22123923
P6_9_3,22123923
P6_9_4,22123923
P6_9_5,22123923
P6_9_6,22123923
P6_9_7,22123923
P6_9_8,22123923
P6_10_1,22123923
P6_10_2,5181899
P6_10_3,5181899
P6_10_4,5181899
P6_10_5,5181899
P6_10_6,5181899
P6_10_7,5181899
P6_10_8,5181899
P6_11_1,22123923
P6_11_2,16942024
P6_11_3,5181899
P6_11_4,5181899
P6_11_5,5181899
P6_11_6,5181899
P6_11_7,5181899
P6_11_8,5181899
P6_12_1,22123923
P6_12_2,16942024
P6_12_3,5181899
P6_12_4,5181899
P6_12_5,5181899
P6_12_6,5181899
P6_12_7,5181899
P6_12_8,5181899
P6_13_1,22123923
P6_13_2,22123923
P6_13_3,16942024
P6_13_4,16942024
P6_13_5,5181899
P6_13_6,5181899
P6_13_7,5181899
P6_13_8,5181899
P6_14_1,13346646
P6_14_2,13346646
P6_14_3,13346646
P6_14_4,13346646
P6_15,18435985
P6_16,18435985
P6_17,5058628
P6_18_1_1,5993832
P6_18_1_2,5993832
P6_18_2_1,1638396
P6_18_2_2,1638396
P6_18_3_1,1638396
P6_18_3_2,1638396
P6_19_1,5993832
P6_19_2,1638396
P6_19_3,1638396
P6_19_4,1638396
P6_19_5,1638396
P6_19_6,1638396
P6_19_7,1638396
P6_19_8,1638396
P6_19_9,1638396
P6_20,76157088
P6_21_1,11570830
P6_21_2,11570830
P6_21_3,11570830
P6_21_4,11570830
P6_21_5,11570830
P6_21_6,11570830
P6_21_9,11570830
P7_1,76157088
P7_2,55700376
P7_3_1,46586661
P7_3_2,46586661
P7_3_3,46586661
P7_3_4,46586661
P7_3_5,46586661
P7_3_6,46586661
P7_3_7,46586661
P7_4,9113715
P7_5,18876834
P7_6,18876834
P7_6_2,18876834
P7_6_3,18876834
P7_6_4,18876834
P7_6_5,18876834
P7_6_6,18876834
P7_6_7,18876834
P7_6_8,18876834
P7_6_9,18876834
P7_7_1,18876834
P7_7_2,14846399
P7_7_3,4030435
P7_7_4,4030435
P7_7_5,4030435
P7_7_6,4030435
P7_7_7,4030435
P7_7_8,4030435
P7_7_9,4030435
P7_8_1,18876834
P7_8_2,14846399
P7_8_3,4030435
P7_8_4,4030435
P7_8_5,4030435
P7_8_6,4030435
P7_8_7,4030435
P7_8_8,4030435
P7_8_9,4030435
P7_9_1,18876834
P7_9_2,14846399
P7_9_3,4030435
P7_9_4,4030435
P7_9_5,4030435
P7_9_6,4030435
P7_9_7,4030435
P7_9_8,4030435
P7_9_9,4030435
P7_10_1,18876834
P7_10_2,14846399
P7_10_3,4030435
P7_10_4,4030435
P7_10_5,4030435
P7_10_6,4030435
P7_10_7,4030435
P7_10_8,4030435
P7_10_9,4030435
P7_11_1,18876834
P7_11_2,18876834
P7_11_3,14846399
P7_11_4,14846399
P7_11_5,4030435
P7_11_6,4030435
P7_11_7,4030435
P7_11_8,4030435
P7_11_9,4030435
P8_1,76157088
P8_2,39930917
P8_3,31341581
P8_4,25107594
P8_5,24047906
P8_6,25107594
P8_7,25107594
P8_8,5293440
P9_1,76157088
P9_2,37410090
P9_3_1,6488872
P9_3_2,6488872
P9_3_3,6488872
P9_3_4,6488872
P9_3_5,6488872
P9_3_6,6488872
P9_3_7,6488872
P9_3_8,6488872
P9_3_9,6488872
P9_4_1,6488872
P9_4_2,6488872
P9_4_3,6488872
P9_4_4,6488872
P9_4_5,6488872
P9_4_6,6488872
P9_4_7,6488872
P9_4_8,6488872
P9_5,6488872
P9_6,6488872
P9_7_1,6488872
P9_7_2,6488872
P10_1,76157088
P10_2_1,46215489
P10_2_2,46215489
P10_2_3,46215489
P10_2_4,46215489
P10_2_5,46215489
P10_2_6,46215489
P10_2_7,46215489
P10_2_8,46215489
P10_3,29941599
P10_4_1,29941599
P10_4_2,29941599
P10_4_3,29941599
P10_4_4,29941599
P10_4_5,29941599
P10_4_6,29941599
P10_4_7,29941599
P10_5,29941599
P10_6_1,29941599
P10_6_2,29941599
P10_7,29941599
P10_8,76157088
P10_9_1,43300868
P10_9_2,43300868
P10_9_3,43300868
P10_9_4,43300868
P10_9_5,43300868
P10_9_6,43300868
P10_9_7,43300868
P10_9_8,43300868
P10_10,32856220
P10_11_1,32856220
P10_11_2,32856220
P10_11_3,32856220
P10_11_4,32856220
P10_11_5,32856220
P10_11_6,32856220
P10_11_7,32856220
P10_11_8,32856220
P10_12,32856220
P10_13_1,32856220
P10_13_2,32856220
P10_14,32856220
P10_15,32856220
P10_16_1,23979809
P10_16_2,23979809
P10_16_3,23979809
P10_16_4,23979809
P10_17,76157088
P10_18_1,49965286
P10_18_2,49965286
P10_18_3,49965286
P10_18_4,49965286
P10_18_5,49965286
P10_18_6,49965286
P10_18_7,49965286
P10_19,26191802
P10_20,26191802
P10_21_01,2008886
P10_21_02,2008886
P10_21_03,2008886
P10_21_04,2008886
P10_21_05,2008886
P10_21_06,2008886
P10_21_07,2008886
P10_21_08,2008886
P10_21_09,2008886
P10_21_10,2008886
P10_21_11,2008886
P10_22,26191802
P11_1_1,76157088
P11_1_2,76157088
P11_1_3,76157088
P11_1_9,76157088
P11_2,36112491
P11_3_1,4849630
P11_3_2,4849630
P11_3_3,4849630
P11_3_4,4849630
P11_3_5,4849630
P11_3_6,4849630
P11_4_1,4849630
P11_4_2,3975665
P11_4_3,873965
P11_4_4,873965
P11_4_5,873965
P11_4_6,873965
P11_5_1,4849630
P11_5_2,3975665
P11_5_3,873965
P11_5_4,873965
P11_5_5,873965
P11_5_6,873965
P12_1,76157088
P12_2,9054204
P12_3_1,76157088
P12_3_2,76157088
P12_3_3,76157088
P12_3_4,76157088
P12_3_5,76157088
P12_3_6,76157088
P12_4_1,38962585
P12_4_2,14272441
P12_4_3,14272441
P12_4_4,14272441
P12_4_5,14272441
P12_4_6,14272441
P12_5_1,38962585
P12_5_2,38962585
P12_5_3,24690144
P12_5_4,24690144
P12_5_5,14272441
P12_5_6,14272441
